축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
제1회의성슈퍼푸드마늘축제,"의성마늘테마파크, 의성전통시장,군청앞 중앙로",2019-10-04,2019-10-06,마늘축제,의성슈퍼푸드마늘축제추진위원회,의성군축제추진위원회,의성군,054-830-6096,http://tour.usc.go.kr,,경상북도 의성군 의성읍 경북대로 5690,경상북도 의성군 의성읍 원당리 208-1,36.35137471,128.6768191,2019-05-22,5150000,경상북도 의성군
백마권역겨울놀이축제,사리백마권역활성화센터일원,2019-01-04,2019-01-20,눈썰매 타기 얼음썰매타기 빙어뜰채잡기,백마권역영농조합법인,괴산군,백마권역 영농조합법인,043-836-9911,,,충청북도 괴산군 사리면 사리로 517,,36.83880878,127.6510421,2019-09-16,4460000,충청북도 괴산군
연풍조령제 및 자전거문화축제,연풍면 연풍중학교 일원,2018-10-12,2018-10-13,"조령제 및 전통문화 시연, 한지관련 체험, 자전거 대회 등",연풍면 축제추진위원회,괴산군,연풍면 기관단체 등,043-830-2472,,,충청북도 괴산군 연풍면 향교로 55,,36.76687438,128.0002915,2019-09-16,4460000,충청북도 괴산군
목도백중놀이,불정면 목도강수욕장 일원,2018-10-05,2018-10-05,백중관련 전통놀이 시연 및 농특산물 홍보,불정면 리우회,괴산군,불정면 기관단체 등,043-830-2622,,,,충청북도 괴산군 불정면 목도리 864-19,36.87799674,127.8580104,2019-09-16,4460000,충청북도 괴산군
괴산고추축제,괴산군청 앞 광장,2019-08-29,2019-09-01,"괴산고추 등 농특산물 홍보, 괴산지역 문화소개",괴산축제위원회,괴산군,"문체부,농식품부, 농촌진흥청, 충청북도 등 8개기관",043-830-3463,http//festival.go.kr,,충청북도 괴산군 괴산읍 임꺽정로 90,,36.81574779,127.7875348,2019-09-16,4460000,충청북도 괴산군
청천환경문화축제,청천면 환경문화전시관 일대,2018-08-04,2018-08-04,환경관련 문화행사 및 지역농특산물 홍보,청천환경문화축제추진위원회,괴산군,청천면 기관단체 등,043-830-2532,,,충청북도 괴산군 청천면 괴산로 1248,,36.65503541,127.7454853,2019-09-16,4460000,충청북도 괴산군
괴산올갱이축제,칠성면 둔율마을 일원,2018-08-17,2018-08-19,농특산물(올갱이) 홍보 및 지역홍보,둔율올갱이마을 영농조합법인,괴산군,칠성면 기관단체 등,043-830-3903,,,충청북도 괴산군 칠성면 둔율길 142,,36.78303875,127.8487774,2019-09-16,4460000,충청북도 괴산군
감물감자축제,감물면사무소 일원,2019-06-22,2019-06-22,농특산물(감자) 홍보 및 지역홍보,감물면 축제추진위원회,괴산군,감물면 기관단체 등,043-830-2433,,,충청북도 괴산군 감물면 남양동길 38,,36.83949451,127.8710463,2019-09-16,4460000,충청북도 괴산군
문광은행나무마을축제,문광면 양곡저수지 일대,2018-10-20,2018-10-20,"은행굽기, 김장체험",은행나무마을축제추진위원회,괴산군,문광면 기관단체 등,043-830-2513,,,충청북도 괴산군 문광면 괴산로양곡5길 113-2,,36.77352068,127.7424552,2019-09-16,4460000,충청북도 괴산군
제15회 구리한강 유채꽃 축제,구리한강 시민공원,2015-05-08,2015-05-10,유채꽃 축제,(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사+경기문화재단,031-550-2065,http://www.guri.go.kr,고구려대장간마을,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,37.342841,127.081044,2019-12-06,3980000,경기도 구리시
제15회 구리 코스모스 축제,구리한강 시민공원,2015-10-09,2015-10-11,코스모스 축제,(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사+경기문화재단,031-550-2065,http://www.guri.go.kr,고구려대장간마을,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,37.342841,127.081044,2019-12-06,3980000,경기도 구리시
제16회 구리한강 유채꽃 축제,구리한강 시민공원,2016-05-13,2016-05-15,유채꽃 축제,(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,37.342841,127.081044,2019-12-06,3980000,경기도 구리시
제16회 구리 코스모스 축제,구리한강 시민공원,2016-09-23,2016-09-25,코스모스 축제,(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,37.342841,127.081044,2019-12-06,3980000,경기도 구리시
제17회 구리 유채꽃 축제,구리한강 시민공원,2017-05-12,2017-05-14,"무대공연, 체험부스운영, 먹거리 체험, 꽃 관람",(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 토평동 829,경기도 구리시 토평동 829,37.342841,127.081044,2019-12-06,3980000,경기도 구리시
제17회 구리 코스모스 축제,구리한강 시민공원,2017-09-22,2017-09-24,"무대공연, 체험부스운영, 먹거리 체험, 꽃 관람",(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 토평동 829,경기도 구리시 토평동 829,37.342841,127.081044,2019-12-06,3980000,경기도 구리시
제18회 구리 유채꽃 축제,구리한강 시민공원,2018-05-04,2018-05-06,"무대공연, 체험부스운영, 먹거리 체험, 꽃 관람",(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,38.342841,128.081044,2019-12-06,3980000,경기도 구리시
제18회 구리 코스모스 축제,구리한강 시민공원,2018-10-05,2018-10-07,"무대공연, 체험부스운영, 먹거리 체험, 꽃 관람",(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,38.342841,128.081044,2019-12-06,3980000,경기도 구리시
제19회 구리 유채꽃 축제,구리한강 시민공원 및 시가지 일원,2019-05-10,2019-05-12,한강 꽃단지 체험 및 시가지 공연 등,(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,38.342841,128.081044,2019-12-06,3980000,경기도 구리시
제19회 구리 코스모스 축제,구리한강 시민공원 및 시가지 일원,2019-09-27,2019-09-29,한강 꽃단지 체험 및 시가지 공연 등,(사)한국예총 구리지회,경기도 구리시,경기도+한국관광공사+경기관광공사,031-550-2065,http://www.guri.go.kr,,경기도 구리시 토평동 883-2,경기도 구리시 토평동 883-2,38.342841,128.081044,2019-12-06,3980000,경기도 구리시
청풍호벚꽃축제,청풍면,2019-04-06,2019-04-08,벚꽃축제,(재)제천문화재단,(재)제천문화재단,제천시,043-641-4870,www.jcac.or.kr,,충청북도 제천시 의림대로 242,,37.148685,128.216854,2019-12-09,4400000,충청북도 제천시
제천국제음악영화제,"시내일원,청풍면,의림지",2019-08-08,2019-08-13,음악영화제,제천국제음악영화제집행위원회,제천국제음악영화제집행위원회,제천시,043-646-2242,www.jimff.org,,충청북도 제천시 의림대로 242,,37.148685,128.216854,2019-12-09,4400000,충청북도 제천시
제천의병제,구동명초부지,2019-10-11,2019-10-12,의병제,(재)제천문화재단,(재)제천문화재단,제천시,043-641-4870,www.jcac.or.kr,,충청북도 제천시 의림대로 242,,37.148685,128.216854,2019-12-09,4400000,충청북도 제천시
겨울왕국 제천페스티벌,시내 및 의림지 일원,2019-12-21,2020-01-27,겨울벚꽃 및 얼음 축제,(재)제천문화재단,(재)제천문화재단,제천시,043-641-4870,www.jcac.or.kr,,충청북도 제천시 의림대로 242,,37.148685,128.216854,2019-12-09,4400000,충청북도 제천시
김천국제가족연극제,김천문화예술회관,2019-07-19,2019-07-28,연극공연 및 연기콘테스트 등,김천국제가족연극제추진위원회 영남일보,김천시,"한국문화예술위원회, 경상북도,경상북도교육청",054-435-8279,www.gitf.co.kr,-,경상북도 김천시 영남대로 1321,경상북도 김천시 백옥동 77-1,36.125843,128.081077,2019-12-20,5060000,경상북도 김천시
김천예술제,김천시 일원,2019-10-10,2019-10-20,시민촬영대회 시민가요제 청소년가요제 동화구연대회 등,한국예총 김천지회,김천시,,054-433-5558,www.artgc.or.kr,-,경상북도 김천시 남산동 3-14,경상북도 김천시 남산동 3-14,36.118896,128.12205,2019-12-20,5060000,경상북도 김천시
정월대보름달맞이축제,직지천 고수부지,2019-02-22,2019-02-22,달집태우기 줄다리기 등,김천문화원,김천시,,054-434-4336,www.gcculture.or.kr,-,경상북도 김천시 남산동 3-1,경상북도 김천시 남산동 3-1,36.118748,128.1221092,2019-12-20,5060000,경상북도 김천시
김천자두포도축제,김천시종합스포츠타운 및 체험농장,2019-07-18,2019-07-21,자두포도 품평회 자두포도 수확체험 각종 문화예술공연 등,김천시자두포도축제추진위원회,김천시,,054-421-2602,www.gcjadu.com,"특산물(자두, 포도)",경상북도 김천시 운동장길 1,경상북도 김천시 삼락동 488-1,36.144924,128.088088,2019-12-20,5060000,경상북도 김천시
제27회 용문산 영목제,용문산관광지내,2019-10-12,2019-10-12,"산신제, 헌주제, 기원제",양평문화원,용문분원,양평군,031-774-3866,,,경기도 양평군 용문면 용문산로 655,경기도 양평군 용문면 신점리 519-5,37.5461701,127.5821614,2019-09-20,4170000,경기도 양평군
계양산국악제,계산체육공원,2019-04-27,2019-04-28,국악경연대회,계양구,계양구,,032-450-5874,,,인천광역시 계양구 주부토로 570,,37.54504438,126.7289968,2019-10-18,3550000,인천광역시 계양구
옥정호 꽃걸음 빛바람 축제,운암면 요산공원,2019-04-27,2019-04-28,"노래자랑, 문화예술공연, 각설이 품바공연, 초청가수 공연, 청소년 가요댄스 경연대회 등",운암면 지역발전협의회,운암면 지역발전협의회,"전라북도, 임실군",063-640-4083,www.옥정호꽃빛.com,N,전라북도 임실군 운암면 입석1길 59,전라북도 임실군 운암면 입석리 427,35.63203851,127.1526815,2019-12-11,4760000,전라북도 임실군
의견문화제,오수의견공원,2019-05-04,2019-05-06,"반려동물과 함께하는 열린음악회, 개판콘서트, 반려견 콘테스트, 키즈 페스티벌 등",의견문화제전위원회,의견문화제전위원회,"전라북도, 임실군",063-642-5292,www.osudog.com,N,전라북도 임실군 오수면 충효로 2096-16,전라북도 임실군 오수면 오수리 33,35.54520247,127.3326779,2019-12-11,4760000,전라북도 임실군
섬진강다슬기축제,섬진강생활체육공원,2019-07-20,2019-07-21,"맨손 물고기잡기 대회, 다슬기 까기 대회, 다슬기 잡기 대회, 민속경기 등",섬진강다슬기축제위원회,섬진강다슬기축제위원회,"전라북도, 임실군",063-640-2313,,N,전라북도 임실군 덕치면 강운로 11,전라북도 임실군 덕치면 회문리 907-1,35.52099481,127.1471835,2019-12-11,4760000,전라북도 임실군
필봉마을굿축제,필봉문화촌,2019-08-15,2019-08-18,"국가무형문화재 초청공연, 전국농악경연대회, 국제교류 문화공연 등",임실필봉농악보존회,임실필봉농악보존회,"문화체육관광부, 임실군",063-640-2901,www.pilbong.co.kr,N,전라북도 임실군 강진면 강운로 272,전라북도 임실군 강진면 필봉리 88-1,35.53639442,127.1544452,2019-12-11,4760000,전라북도 임실군
사선문화제,관촌사선대,2019-09-20,2019-09-22,"사선녀선발전국대회, 호남좌도농악전국대회, 축하방송 등",사선문화제전위원회,사선문화제전위원회,임실군,063-643-3988,,N,전라북도 임실군 관촌면 사선2길 68-7,전라북도 임실군 관촌면 관촌리 222,35.6723571,127.2746245,2019-12-11,4760000,전라북도 임실군
임실N치즈축제,"임실치즈테마파크, 임실치즈마을",2019-10-03,2019-10-06,"국가대표 왕치즈피자 만들기, 우유드림 행복드림 퍼레이드, 임실N치즈페어, 치즈경매 등",임실N치즈축제 제전위원회,임실군,"문화체육관광부, 농림축산식품부, 전라북도 등",063-643-3900,www.imsilfestival.com,N,전라북도 임실군 성수면 도인2길 50,전라북도 임실군 성수면 도인리 689,35.63310329,127.3012599,2019-12-11,4760000,전라북도 임실군
산타축제,임실치즈테마파크,2019-12-21,2019-12-25,"산타플래시몹 퍼레이드, 19명의 산타를 찾아라, 산타경연대회 등",(재)임실치즈테마파크,(재)임실치즈테마파크,임실군,063-643-2300,www.cheesepark.kr,N,전라북도 임실군 성수면 도인2길 50,전라북도 임실군 성수면 도인리 689,35.63310329,127.3012599,2019-12-11,4760000,전라북도 임실군
강감찬축제,낙성대공원 일대,2019-10-18,2019-10-19,"강감찬 장군 출병식 및 전승행렬 거리 퍼레이드, 고려마을 테마 체험부스, 강감찬 장군 추모제향 등 다채로운 행사 진행",관악구,관악구,,02-879-5603,http://www.gwanak.go.kr/html/gang/sub/sub.html,,"서울특별시 관악구 관악로 145, 교육사업과(관악구청)",서울특별시 관악구 봉천동 1570-1,37.47820977,126.9515032,2019-09-24,3200000,서울특별시 관악구
한성백제문화제,올림픽공원 일대,2019-09-27,2019-09-29,"역사문화거리행렬, 한성백제체험마을, 한성백제갈라퍼레이드, 개폐막식 등 축하공연, 한성백제 성곽돌기, 각종 체험행사 등",한성백제문화제추진위원회,서울특별시 송파구,,02-2147-2800,www.baekjefest.com,,서울특별시 송파구 올림픽로 424,서울특별시 송파구 방이동 88,37.52034114,127.1155184,2019-05-31,3230000,서울특별시 송파구
석촌호수벚꽃축제,석촌호수 일대,2019-04-05,2019-04-12,"벚꽃조명길, 벚꽃은하수길, 벚꽃체험, 벚꽃프린지, 벚꽃음악회, 벚꽃시네마, 푸드트럭 등",서울특별시 송파구,서울특별시 송파구,,02-2147-2800,http://culture.songpa.go.kr/user.kdf?a=songpa.menu.MenuApp&c=1001&cate_id=AM0201002000,,서울특별시 송파구 석촌호수로 197,서울특별시 송파구 잠실동 47,37.5066934,127.0989034,2019-05-31,3230000,서울특별시 송파구
